#Tax Id	C1	C2	C3	C4	C5	C6	T1	T2	T3	T4	T5	T6
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__[Clostridium]_innocuum	0.052174	0.097662	0.052867	0.056374	0.147609	0.067287	0.062818	0.025483	0.016928	0.093701	0.055071	0.092759
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens|s__Caproiciproducens_sp	0.091494	0.129625	0.061600	0.048390	0.113283	0.058830	0.109670	0.041247	0.016830	0.207904	0.064805	0.151482
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa	0.113022	0.105162	0.039054	0.038702	0.078564	0.049490	0.165859	0.078251	0.028032	0.147026	0.097783	0.097245
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp	0.209218	0.172614	0.081696	0.108872	0.105825	0.105398	0.205430	0.160286	0.016079	0.123311	0.210327	0.132233
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_enoeca	0.487696	0.269876	0.141781	0.360384	0.226590	0.323229	0.350100	0.170070	0.015861	0.146496	0.362397	0.131327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp	0.092173	0.143098	0.032282	0.096703	0.241715	0.305970	0.172357	0.019536	0.023427	0.209560	0.084911	0.117750
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	0.298125	0.126552	0.052444	0.107425	0.320904	0.152139	0.106829	0.053109	0.015121	0.799686	0.071253	0.287807
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_scopos	0.240021	0.137074	0.068819	0.281533	0.120301	0.279313	0.164455	0.080351	0.013945	0.079724	0.204639	0.090271
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_forsythia	0.122949	0.104554	0.038364	0.061825	0.060753	0.066845	0.112282	0.097286	0.013880	0.093171	0.128972	0.078461
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens	0.578066	0.394571	0.028027	0.322379	0.228165	0.342737	0.306774	0.016136	0.102799	0.229598	0.050608	0.123492
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp	0.071951	0.074067	0.032594	0.030848	0.059317	0.035902	0.073853	0.055475	0.013477	0.128445	0.089569	0.052354
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp	0.090579	0.079935	0.026913	0.060146	0.066590	0.077108	0.088774	0.055880	0.012878	0.084725	0.105801	0.085040
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_lividans	0.101631	0.074535	0.025821	0.045781	0.104806	0.052488	0.080579	0.055773	0.021413	0.141429	0.084077	0.071138
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_sp	0.091859	0.103565	0.028962	0.066114	0.089497	0.080855	0.085150	0.073242	0.012519	0.098537	0.112054	0.089713
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0.045773	0.087279	0.025309	0.164962	0.047759	0.349194	0.037482	0.260333	0.046103	0.055710	0.070984	0.029036
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp	0.062259	0.076167	0.025175	0.041983	0.111338	0.059099	0.069641	0.023330	0.014228	0.111686	0.068409	0.112682
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	0.116967	0.105180	0.041327	0.052343	0.073932	0.069900	0.102878	0.072709	0.012291	0.077504	0.127084	0.069325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_champanellensis	0.106960	0.216818	0.096110	0.085129	0.161529	0.088082	0.147641	0.032805	0.011953	0.222345	0.064535	0.211206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_botulinum	0.083995	0.034828	0.024351	0.030590	0.108489	0.075224	0.079208	0.017351	0.021587	0.132751	0.062745	0.118122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	0.089743	0.091186	0.040079	0.027283	0.088987	0.088408	0.095434	0.041641	0.076302	0.124868	0.069316	0.074346
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_jejuni	0.080547	0.055194	0.023147	0.103214	0.127829	0.100094	0.124982	0.030599	0.016972	0.083731	0.083047	0.100616
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni	0.253005	0.134105	0.073987	0.255180	0.122270	0.278833	0.176013	0.085115	0.011158	0.088070	0.191938	0.090387
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Petrimonas|s__Petrimonas_mucosa	0.184006	0.126778	0.054471	0.076552	0.081089	0.091733	0.151689	0.163174	0.010854	0.090356	0.150990	0.079833
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp	0.065498	0.107367	0.027715	0.052318	0.068419	0.047568	0.074637	0.010200	0.010494	0.146496	0.035823	0.094921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprosuis	0.085903	0.043544	0.025977	0.051749	0.030712	0.061444	0.098438	0.049411	0.015208	0.031664	0.065540	0.044008
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium]_hylemonae	0.095125	0.091325	0.030811	0.024337	0.113978	0.051969	0.077216	0.019195	0.022056	0.120364	0.049259	0.082367
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp	0.055466	0.048614	0.030032	0.024260	0.048176	0.028675	0.055798	0.089080	0.014163	0.097212	0.068556	0.064768
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0.055544	0.056462	0.020786	0.046970	0.105409	0.046472	0.076204	0.019909	0.010168	0.114600	0.054359	0.120819
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp	0.054421	0.068841	0.022902	0.024079	0.029091	0.048144	0.063111	0.041044	0.010614	0.039415	0.064682	0.043032
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_coli	0.024271	0.044881	0.029519	0.049708	0.080695	0.029117	0.046525	0.016808	0.014054	0.133579	0.057915	0.061886
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_euvesicatoria	0.090501	0.147369	0.020652	0.054539	0.403313	0.286520	0.251172	0.138330	0.028097	0.402725	0.383067	0.439661
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus	0.106725	0.102506	0.027982	0.088255	0.117383	0.113855	0.128802	0.069640	0.009972	0.190184	0.198239	0.135162
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.061240	0.054291	0.025687	0.049450	0.067030	0.042897	0.065005	0.022243	0.009896	0.110593	0.052128	0.087388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ethanoligenens|s__Ethanoligenens_harbinense	0.046792	0.082609	0.039790	0.031881	0.064876	0.031712	0.058247	0.025963	0.009809	0.113574	0.040065	0.077694
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Ornithobacterium|s__Ornithobacterium_rhinotracheale	0.046008	0.076272	0.028138	0.026120	0.026705	0.030770	0.038363	0.022584	0.009645	0.051471	0.048548	0.031524
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_proteoclasticus	0.048960	0.056427	0.024752	0.025629	0.081946	0.072457	0.058149	0.009336	0.011561	0.190383	0.031998	0.070371
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii	1.504576	1.077179	0.509735	8.774620	0.030064	0.016798	0.054231	1.647016	0.293635	0.044780	0.974572	0.055981
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Pseudobutyrivibrio|s__Pseudobutyrivibrio_xylanivorans	0.044101	0.051808	0.019360	0.027128	0.072681	0.068497	0.063732	0.010850	0.015883	0.186408	0.030502	0.053470
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp	0.054107	0.049065	0.019293	0.030538	0.048500	0.036036	0.050019	0.041865	0.010168	0.062500	0.065810	0.049890
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp	0.046792	0.055090	0.036203	0.030202	0.074974	0.038765	0.057235	0.036333	0.009308	0.096682	0.025451	0.073161
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XIII._Incertae_Sedis|g__Aminipila|s__Aminipila_sp	0.120964	0.054204	0.033217	0.025087	0.066868	0.040245	0.136703	0.014271	0.009286	0.143184	0.043963	0.081321
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__[Eubacterium]_cellulosolvens	0.043892	0.051149	0.018915	0.023536	0.071199	0.073129	0.057659	0.013482	0.012149	0.111321	0.035774	0.058654
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	0.029052	0.050628	0.036025	0.140263	0.035970	0.024408	0.027491	1.174152	0.482609	0.049384	0.033567	0.031617
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.042690	0.040575	0.117275	0.021728	0.028118	0.025658	0.085640	0.022584	0.136187	0.074987	0.043277	0.049913
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp	0.040574	0.036686	0.018870	0.022761	0.029415	0.023620	0.042575	0.025313	0.008959	0.068330	0.038765	0.040823
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_sphenoides	0.061213	0.062347	0.028673	0.021185	0.077476	0.074052	0.078261	0.027626	0.066896	0.099033	0.046440	0.063071
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp	0.085850	0.060698	0.032995	0.037359	0.071199	0.043897	0.070947	0.046927	0.008905	0.102776	0.077874	0.083343
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.042507	0.073060	0.024863	0.077197	0.024065	0.014895	0.046101	0.160574	0.056728	0.072669	0.058185	0.041009
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_ruminantium	0.044806	0.040037	0.026779	0.026533	0.031592	0.014837	0.097589	0.169921	0.015404	0.075749	0.130492	0.046821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp	0.045433	0.033214	0.023860	0.020074	0.048176	0.032481	0.054394	0.029992	0.008099	0.069853	0.050142	0.050145
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_sp	0.055492	0.056027	0.027492	0.029349	0.060521	0.031270	0.055178	0.034969	0.007958	0.090488	0.056664	0.061235
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0.524455	0.716169	0.264804	0.018860	0.053689	0.021449	0.114175	0.077953	0.018997	0.047827	0.046660	0.065349
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp	0.049535	0.043127	0.019873	0.027541	0.045628	0.029059	0.045383	0.033967	0.007816	0.085321	0.047739	0.052749
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_sp	0.049065	0.038596	0.016286	0.027179	0.028605	0.039995	0.047244	0.033541	0.007795	0.046205	0.062941	0.037940
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Proteiniphilum|s__Proteiniphilum_saccharofermentans	0.063774	0.061722	0.027202	0.027774	0.043173	0.045780	0.063928	0.046469	0.007773	0.054617	0.079835	0.048960
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_polymyxa	0.028660	0.040992	0.016419	0.018421	0.048755	0.030751	0.038886	0.018119	0.008317	0.068263	0.033297	0.060863
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes	0.049143	0.059899	0.027002	0.034207	0.076132	0.040860	0.053349	0.028031	0.007740	0.116588	0.054727	0.083204
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_cangingivalis	0.066021	0.050454	0.039856	0.032321	0.052646	0.030520	0.054427	0.038454	0.007599	0.077438	0.075275	0.046937
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	0.055988	0.051027	0.031792	0.017698	0.034997	0.035729	0.045840	0.029448	0.007424	0.111255	0.028982	0.070836
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_rhamnosivorans	0.042194	0.044169	0.017266	0.017310	0.086439	0.042494	0.053643	0.013323	0.016351	0.063428	0.035185	0.051122
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	0.034356	0.044534	0.014793	0.059035	0.100707	0.033461	0.041726	0.014687	0.010462	0.059685	0.026481	0.065233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_sp	0.050267	0.102714	0.038497	0.040020	0.067933	0.037785	0.058345	0.021902	0.007207	0.180976	0.044625	0.118331
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna_sedimenticola	0.036603	0.039690	0.018179	0.017000	0.070434	0.048202	0.047407	0.010690	0.014359	0.072503	0.023146	0.046077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0.043422	0.053875	0.023370	0.016974	0.038078	0.024120	0.043391	0.015998	0.007882	0.074590	0.030061	0.060002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|g__Monoglobus|s__Monoglobus_pectinilyticus	0.062650	0.070195	0.017600	0.025216	0.026682	0.020699	0.072482	0.009997	0.007043	0.088501	0.017286	0.057678
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis	0.029732	0.038127	0.020028	0.028084	0.069578	0.031558	0.033302	0.013760	0.006967	0.037692	0.032758	0.070906
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp	0.035845	0.033353	0.017199	0.016897	0.045489	0.017317	0.033825	0.025771	0.006880	0.044813	0.036313	0.038196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.043944	0.043075	0.016820	0.016302	0.092299	0.041148	0.048452	0.013195	0.012595	0.069390	0.029325	0.049122
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp	0.057530	0.031165	0.020764	0.050845	0.053017	0.051738	0.037286	0.021263	0.006706	0.108738	0.768021	0.055632
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_propionicum	0.051233	0.079449	0.018692	0.015708	0.071176	0.018527	0.060402	0.008782	0.020259	0.044847	0.050657	0.028804
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	0.039503	0.032901	0.425388	0.019170	0.026937	0.011685	0.034837	0.452582	5.378612	0.078498	0.047175	0.065001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_hungatei	0.037778	0.048058	0.022256	0.017439	0.062374	0.047029	0.043979	0.007919	0.006554	0.177564	0.024495	0.056167
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp	0.044650	0.043075	0.021254	0.023381	0.042548	0.022448	0.038951	0.032166	0.006347	0.092773	0.040383	0.045380
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.077882	0.189299	0.038832	0.055780	0.110574	0.097365	0.116199	0.019120	0.006173	0.115627	0.038544	0.110427
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0.034068	0.026477	0.024484	0.021340	0.033330	0.033461	0.039734	0.021167	0.006085	0.055578	0.036166	0.039312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_stutzeri	0.032318	0.025019	0.014704	0.014416	0.029971	0.015664	0.028405	0.059472	0.009253	0.038421	0.028369	0.033314
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_sp	0.039764	0.025661	0.017556	0.019403	0.032449	0.019508	0.032845	0.019931	0.005998	0.069787	0.037833	0.042241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_sp	0.098208	0.087644	0.055964	0.014106	0.070133	0.227902	0.064287	0.012022	0.009743	0.133877	0.018929	0.117866
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna_sp	0.037439	0.034446	0.016531	0.014029	0.064412	0.045108	0.045252	0.009518	0.015872	0.090289	0.026138	0.048844
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens	2.952041	0.156120	0.012053	0.969360	16.638545	0.829329	2.221111	0.005968	0.106609	0.450916	2.319878	2.571782
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida	0.033128	0.025679	0.015506	0.019403	0.033561	0.032346	0.033041	0.025942	0.005846	0.049185	0.036877	0.039335
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	0.028268	0.039065	0.015706	0.013848	0.036711	0.023198	0.039212	0.034713	0.008274	0.056373	0.037686	0.041497
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter|s__Paludibacter_propionicigenes	0.044806	0.038214	0.014771	0.024906	0.035484	0.034902	0.041759	0.030898	0.005813	0.051901	0.056983	0.040335
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_umeaense	0.033546	0.045975	0.011852	0.018653	0.051674	0.041936	0.042477	0.007589	0.007076	0.091945	0.021454	0.041288
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna_cellulosilytica	0.032710	0.042103	0.016531	0.013719	0.057765	0.030981	0.046787	0.010924	0.014174	0.069820	0.020817	0.042148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_albus	0.074564	0.105596	0.036515	0.037953	0.087667	0.058196	0.091647	0.013941	0.005639	0.070681	0.035872	0.100175
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_sp	0.036341	0.042867	0.014860	0.020074	0.033075	0.034287	0.038102	0.033711	0.005563	0.044979	0.061421	0.035988
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_phytofermentans	0.026492	0.028804	0.011228	0.015295	0.061517	0.029079	0.034837	0.007279	0.012280	0.069125	0.022215	0.036359
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Intestinibaculum|s__Intestinibaculum_porci	0.031116	0.023526	0.012565	0.016535	0.046068	0.017451	0.025369	0.007589	0.005465	0.047066	0.015619	0.040567
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.187298	0.023474	0.130620	0.038909	0.051766	0.010302	0.023997	0.025803	0.005389	0.016925	0.061151	0.017552
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_sp	0.027041	0.019029	0.023482	0.012556	0.026729	0.011435	0.021973	0.016062	0.013880	0.044383	0.023955	0.027781
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Polaribacter_sp	0.031168	0.033926	0.010761	0.019558	0.039050	0.024370	0.029385	0.013344	0.007163	0.031068	0.032292	0.033779
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum|s__Longibaculum_sp	0.017609	0.047954	0.015149	0.032191	0.391825	0.031289	0.015933	0.008825	0.005225	0.026895	0.029399	0.036173
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp	0.062154	0.016303	0.010560	0.013099	0.017649	0.011320	0.032356	0.015699	0.007936	0.053988	0.019321	0.024178
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_thuringiensis	0.066831	0.062694	0.017622	0.011884	0.058483	0.017009	0.017925	0.007237	0.012497	0.043985	0.046170	0.040800
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp	0.029888	0.068511	0.010248	0.038960	0.060637	0.053026	0.076889	0.015412	0.018931	0.046039	0.019836	0.043706
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_leguminosarum	0.026178	0.021876	0.010716	0.014210	0.032890	0.013473	0.019198	0.010605	0.004964	0.051272	0.022803	0.024782
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp	0.036237	0.025974	0.016219	0.011755	0.033052	0.019046	0.027915	0.021209	0.006009	0.045112	0.038692	0.038429
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.024898	0.031130	0.010137	0.012970	0.024922	0.012473	0.052696	0.012161	0.011398	0.051703	0.021136	0.028618
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	0.037413	0.052520	0.024662	0.019945	0.085073	0.016951	0.027556	0.013344	0.004888	0.177068	0.102712	0.174684
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_xylosoxidans	0.023461	0.020018	0.009981	0.011807	0.013503	0.014299	0.024716	0.016605	0.005552	0.051073	0.019517	0.027595
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp	0.029183	0.048510	0.023125	0.015657	0.027030	0.013934	0.026577	0.019312	0.004779	0.050047	0.026751	0.037847
